target_time_utc,target_time_local,turbine,p10,p50,p90,issue_date,horizon_h
2026-02-04T05:00:00Z,2026-02-04T10:00+05:00,2,0.0222,0.3525,0.8538,2026-02-03,11
2026-02-04T05:00:00Z,2026-02-04T10:00+05:00,plant,0.0223,0.3525,0.8538,2026-02-03,11
2026-02-04T06:00:00Z,2026-02-04T11:00+05:00,1,0.0147,0.1833,0.7537,2026-02-03,12
2026-02-04T06:00:00Z,2026-02-04T11:00+05:00,2,0.0055,0.1830,0.7542,2026-02-03,12
2026-02-04T06:00:00Z,2026-02-04T11:00+05:00,plant,0.0055,0.1830,0.7542,2026-02-03,12
2026-02-04T07:00:00Z,2026-02-04T12:00+05:00,1,0.0112,0.1665,0.6744,2026-02-03,13
2026-02-04T07:00:00Z,2026-02-04T12:00+05:00,2,0.0049,0.1647,0.6749,2026-02-03,13
2026-02-04T07:00:00Z,2026-02-04T12:00+05:00,plant,0.0050,0.1647,0.6749,2026-02-03,13
2026-02-04T08:00:00Z,2026-02-04T13:00+05:00,1,0.0112,0.1483,0.6415,2026-02-03,14
2026-02-04T08:00:00Z,2026-02-04T13:00+05:00,2,0.0061,0.1465,0.6420,2026-02-03,14
2026-02-04T08:00:00Z,2026-02-04T13:00+05:00,plant,0.0063,0.1465,0.6420,2026-02-03,14
2026-02-04T09:00:00Z,2026-02-04T14:00+05:00,1,0.0100,0.1465,0.6213,2026-02-03,15
2026-02-04T09:00:00Z,2026-02-04T14:00+05:00,2,0.0121,0.1447,0.6225,2026-02-03,15
2026-02-04T09:00:00Z,2026-02-04T14:00+05:00,plant,0.0123,0.1447,0.6225,2026-02-03,15
2026-02-04T10:00:00Z,2026-02-04T15:00+05:00,1,0.0100,0.1151,0.5219,2026-02-03,16
2026-02-04T10:00:00Z,2026-02-04T15:00+05:00,2,0.0094,0.1133,0.5224,2026-02-03,16
2026-02-04T10:00:00Z,2026-02-04T15:00+05:00,plant,0.0095,0.1133,0.5224,2026-02-03,16
2026-02-04T11:00:00Z,2026-02-04T16:00+05:00,1,0.0100,0.0840,0.2412,2026-02-03,17
2026-02-04T11:00:00Z,2026-02-04T16:00+05:00,2,0.0098,0.0822,0.2417,2026-02-03,17
2026-02-04T11:00:00Z,2026-02-04T16:00+05:00,plant,0.0099,0.0822,0.2417,2026-02-03,17
2026-02-04T12:00:00Z,2026-02-04T17:00+05:00,1,0.0100,0.0831,0.2762,2026-02-03,18
2026-02-04T12:00:00Z,2026-02-04T17:00+05:00,2,0.0100,0.0809,0.2767,2026-02-03,18
2026-02-04T12:00:00Z,2026-02-04T17:00+05:00,plant,0.0101,0.0809,0.2767,2026-02-03,18
2026-02-04T13:00:00Z,2026-02-04T18:00+05:00,1,0.0100,0.0519,0.2300,2026-02-03,19
2026-02-04T13:00:00Z,2026-02-04T18:00+05:00,2,0.0093,0.0498,0.2305,2026-02-03,19
2026-02-04T13:00:00Z,2026-02-04T18:00+05:00,plant,0.0097,0.0498,0.2305,2026-02-03,19
2026-02-04T14:00:00Z,2026-02-04T19:00+05:00,1,0.0101,0.2090,0.6291,2026-02-03,20
2026-02-04T14:00:00Z,2026-02-04T19:00+05:00,2,0.0114,0.2068,0.6288,2026-02-03,20
2026-02-04T14:00:00Z,2026-02-04T19:00+05:00,plant,0.0115,0.2068,0.6288,2026-02-03,20
2026-02-04T15:00:00Z,2026-02-04T20:00+05:00,1,0.0379,0.4551,0.8911,2026-02-03,21
2026-02-04T15:00:00Z,2026-02-04T20:00+05:00,2,0.0382,0.4529,0.8905,2026-02-03,21
2026-02-04T15:00:00Z,2026-02-04T20:00+05:00,plant,0.0365,0.4529,0.8905,2026-02-03,21
2026-02-04T16:00:00Z,2026-02-04T21:00+05:00,1,0.0904,0.5930,0.9547,2026-02-03,22
2026-02-04T16:00:00Z,2026-02-04T21:00+05:00,2,0.0768,0.5908,0.9541,2026-02-03,22
2026-02-04T16:00:00Z,2026-02-04T21:00+05:00,plant,0.0751,0.5908,0.9541,2026-02-03,22
2026-02-04T17:00:00Z,2026-02-04T22:00+05:00,1,0.0982,0.6079,0.9636,2026-02-03,23
2026-02-04T17:00:00Z,2026-02-04T22:00+05:00,2,0.0822,0.6057,0.9637,2026-02-03,23
2026-02-04T17:00:00Z,2026-02-04T22:00+05:00,plant,0.0804,0.6057,0.9637,2026-02-03,23
2026-02-04T18:00:00Z,2026-02-04T23:00+05:00,1,0.0904,0.5790,0.9587,2026-02-03,24
2026-02-04T18:00:00Z,2026-02-04T23:00+05:00,2,0.0797,0.5769,0.9580,2026-02-03,24
2026-02-04T18:00:00Z,2026-02-04T23:00+05:00,plant,0.0779,0.5769,0.9580,2026-02-03,24
2026-02-04T19:00:00Z,2026-02-05T00:00+05:00,1,0.2064,0.8161,0.9851,2026-02-04,1
2026-02-04T19:00:00Z,2026-02-05T00:00+05:00,2,0.2441,0.8149,0.9819,2026-02-04,1
2026-02-04T19:00:00Z,2026-02-05T00:00+05:00,plant,0.2424,0.8149,0.9819,2026-02-04,1
2026-02-04T20:00:00Z,2026-02-05T01:00+05:00,1,0.2404,0.8959,0.9906,2026-02-04,2
2026-02-04T20:00:00Z,2026-02-05T01:00+05:00,2,0.3127,0.8947,0.9870,2026-02-04,2
2026-02-04T20:00:00Z,2026-02-05T01:00+05:00,plant,0.3429,0.8947,0.9867,2026-02-04,2
2026-02-04T21:00:00Z,2026-02-05T02:00+05:00,1,0.4196,0.9794,0.9916,2026-02-04,3
2026-02-04T21:00:00Z,2026-02-05T02:00+05:00,2,0.4775,0.9775,0.9875,2026-02-04,3
2026-02-04T21:00:00Z,2026-02-05T02:00+05:00,plant,0.5077,0.9775,0.9875,2026-02-04,3
2026-02-04T22:00:00Z,2026-02-05T03:00+05:00,1,0.5025,0.9903,0.9940,2026-02-04,4
2026-02-04T22:00:00Z,2026-02-05T03:00+05:00,2,0.6088,0.9863,0.9901,2026-02-04,4
2026-02-04T22:00:00Z,2026-02-05T03:00+05:00,plant,0.6390,0.9869,0.9901,2026-02-04,4
2026-02-04T23:00:00Z,2026-02-05T04:00+05:00,1,0.5825,0.9854,0.9900,2026-02-04,5
2026-02-04T23:00:00Z,2026-02-05T04:00+05:00,2,0.6763,0.9808,0.9868,2026-02-04,5
2026-02-04T23:00:00Z,2026-02-05T04:00+05:00,plant,0.7065,0.9808,0.9873,2026-02-04,5
2026-02-05T00:00:00Z,2026-02-05T05:00+05:00,1,0.6928,0.9766,0.9908,2026-02-04,6
2026-02-05T00:00:00Z,2026-02-05T05:00+05:00,2,0.7727,0.9718,0.9848,2026-02-04,6
2026-02-05T00:00:00Z,2026-02-05T05:00+05:00,plant,0.8029,0.9718,0.9867,2026-02-04,6
2026-02-05T01:00:00Z,2026-02-05T06:00+05:00,1,0.7376,0.9793,0.9909,2026-02-04,7
2026-02-05T01:00:00Z,2026-02-05T06:00+05:00,2,0.8062,0.9706,0.9853,2026-02-04,7
2026-02-05T01:00:00Z,2026-02-05T06:00+05:00,plant,0.8365,0.9712,0.9871,2026-02-04,7
2026-02-05T02:00:00Z,2026-02-05T07:00+05:00,1,0.7376,0.9793,0.9908,2026-02-04,8
2026-02-05T02:00:00Z,2026-02-05T07:00+05:00,2,0.8290,0.9706,0.9852,2026-02-04,8
2026-02-05T02:00:00Z,2026-02-05T07:00+05:00,plant,0.8592,0.9712,0.9871,2026-02-04,8
2026-02-05T03:00:00Z,2026-02-05T08:00+05:00,1,0.7648,0.9758,0.9910,2026-02-04,9
2026-02-05T03:00:00Z,2026-02-05T08:00+05:00,2,0.9085,0.9678,0.9868,2026-02-04,9
2026-02-05T03:00:00Z,2026-02-05T08:00+05:00,plant,0.9388,0.9685,0.9884,2026-02-04,9
2026-02-05T04:00:00Z,2026-02-05T09:00+05:00,1,0.6937,0.9796,0.9926,2026-02-04,10
2026-02-05T04:00:00Z,2026-02-05T09:00+05:00,2,0.8062,0.9671,0.9845,2026-02-04,10
2026-02-05T04:00:00Z,2026-02-05T09:00+05:00,plant,0.8365,0.9678,0.9873,2026-02-04,10
2026-02-05T05:00:00Z,2026-02-05T10:00+05:00,1,0.7384,0.9796,0.9934,2026-02-04,11
2026-02-05T05:00:00Z,2026-02-05T10:00+05:00,2,0.8017,0.9664,0.9783,2026-02-04,11
2026-02-05T05:00:00Z,2026-02-05T10:00+05:00,plant,0.8319,0.9670,0.9834,2026-02-04,11
2026-02-05T06:00:00Z,2026-02-05T11:00+05:00,1,0.7384,0.9806,0.9934,2026-02-04,12
2026-02-05T06:00:00Z,2026-02-05T11:00+05:00,2,0.7835,0.9664,0.9782,2026-02-04,12
2026-02-05T06:00:00Z,2026-02-05T11:00+05:00,plant,0.8137,0.9670,0.9833,2026-02-04,12
2026-02-05T07:00:00Z,2026-02-05T12:00+05:00,1,0.6721,0.9927,0.9942,2026-02-04,13
2026-02-05T07:00:00Z,2026-02-05T12:00+05:00,2,0.7899,0.9779,0.9781,2026-02-04,13
2026-02-05T07:00:00Z,2026-02-05T12:00+05:00,plant,0.8201,0.9788,0.9831,2026-02-04,13
2026-02-05T08:00:00Z,2026-02-05T13:00+05:00,1,0.6721,0.9922,0.9930,2026-02-04,14
2026-02-05T08:00:00Z,2026-02-05T13:00+05:00,2,0.7570,0.9779,0.9780,2026-02-04,14
2026-02-05T08:00:00Z,2026-02-05T13:00+05:00,plant,0.7872,0.9786,0.9830,2026-02-04,14
2026-02-05T09:00:00Z,2026-02-05T14:00+05:00,1,0.5748,0.9913,0.9927,2026-02-04,15
2026-02-05T09:00:00Z,2026-02-05T14:00+05:00,2,0.6852,0.9779,0.9840,2026-02-04,15
2026-02-05T09:00:00Z,2026-02-05T14:00+05:00,plant,0.7154,0.9830,0.9846,2026-02-04,15
2026-02-05T10:00:00Z,2026-02-05T15:00+05:00,1,0.3020,0.8574,0.9898,2026-02-04,16
2026-02-05T10:00:00Z,2026-02-05T15:00+05:00,2,0.3150,0.8549,0.9817,2026-02-04,16
2026-02-05T10:00:00Z,2026-02-05T15:00+05:00,plant,0.3453,0.8549,0.9831,2026-02-04,16
2026-02-05T11:00:00Z,2026-02-05T16:00+05:00,1,0.1997,0.8997,0.9916,2026-02-04,17
2026-02-05T11:00:00Z,2026-02-05T16:00+05:00,2,0.2466,0.8979,0.9909,2026-02-04,17
2026-02-05T11:00:00Z,2026-02-05T16:00+05:00,plant,0.2449,0.8979,0.9909,2026-02-04,17
2026-02-05T12:00:00Z,2026-02-05T17:00+05:00,1,0.2387,0.9722,0.9911,2026-02-04,18
2026-02-05T12:00:00Z,2026-02-05T17:00+05:00,2,0.2808,0.9700,0.9832,2026-02-04,18
2026-02-05T12:00:00Z,2026-02-05T17:00+05:00,plant,0.2791,0.9700,0.9846,2026-02-04,18
2026-02-05T13:00:00Z,2026-02-05T18:00+05:00,1,0.1491,0.6604,0.9547,2026-02-04,19
2026-02-05T13:00:00Z,2026-02-05T18:00+05:00,2,0.1468,0.6583,0.9541,2026-02-04,19
2026-02-05T13:00:00Z,2026-02-05T18:00+05:00,plant,0.1451,0.6583,0.9541,2026-02-04,19
2026-02-05T14:00:00Z,2026-02-05T19:00+05:00,1,0.1066,0.5712,0.9999,2026-02-04,20
2026-02-05T14:00:00Z,2026-02-05T19:00+05:00,2,0.1229,0.5691,0.9993,2026-02-04,20
2026-02-05T14:00:00Z,2026-02-05T19:00+05:00,plant,0.1211,0.5691,0.9993,2026-02-04,20
2026-02-05T15:00:00Z,2026-02-05T20:00+05:00,1,0.1197,0.5821,0.9504,2026-02-04,21
2026-02-05T15:00:00Z,2026-02-05T20:00+05:00,2,0.1229,0.5799,0.9498,2026-02-04,21
2026-02-05T15:00:00Z,2026-02-05T20:00+05:00,plant,0.1211,0.5799,0.9498,2026-02-04,21
2026-02-05T16:00:00Z,2026-02-05T21:00+05:00,1,0.0661,0.5490,0.9504,2026-02-04,22
2026-02-05T16:00:00Z,2026-02-05T21:00+05:00,2,0.0504,0.5468,0.9498,2026-02-04,22
2026-02-05T16:00:00Z,2026-02-05T21:00+05:00,plant,0.0487,0.5468,0.9498,2026-02-04,22
2026-02-05T17:00:00Z,2026-02-05T22:00+05:00,1,0.0942,0.5720,0.9536,2026-02-04,23
2026-02-05T17:00:00Z,2026-02-05T22:00+05:00,2,0.0655,0.5699,0.9530,2026-02-04,23
2026-02-05T17:00:00Z,2026-02-05T22:00+05:00,plant,0.0638,0.5699,0.9530,2026-02-04,23
2026-02-05T18:00:00Z,2026-02-05T23:00+05:00,1,0.0291,0.3219,0.8621,2026-02-04,24
2026-02-05T18:00:00Z,2026-02-05T23:00+05:00,2,0.0373,0.3198,0.8615,2026-02-04,24
2026-02-05T18:00:00Z,2026-02-05T23:00+05:00,plant,0.0355,0.3198,0.8615,2026-02-04,24
2026-02-05T19:00:00Z,2026-02-06T00:00+05:00,1,0.0180,0.2715,0.7879,2026-02-05,1
2026-02-05T19:00:00Z,2026-02-06T00:00+05:00,2,0.0312,0.2702,0.7866,2026-02-05,1
2026-02-05T19:00:00Z,2026-02-06T00:00+05:00,plant,0.0295,0.2702,0.7866,2026-02-05,1
2026-02-05T20:00:00Z,2026-02-06T01:00+05:00,1,0.0180,0.2699,0.7424,2026-02-05,2
2026-02-05T20:00:00Z,2026-02-06T01:00+05:00,2,0.0179,0.2686,0.7413,2026-02-05,2
2026-02-05T20:00:00Z,2026-02-06T01:00+05:00,plant,0.0180,0.2686,0.7413,2026-02-05,2
2026-02-05T21:00:00Z,2026-02-06T02:00+05:00,1,0.0090,0.1794,0.5646,2026-02-05,3
2026-02-05T21:00:00Z,2026-02-06T02:00+05:00,2,0.0099,0.1781,0.5635,2026-02-05,3
2026-02-05T21:00:00Z,2026-02-06T02:00+05:00,plant,0.0102,0.1781,0.5635,2026-02-05,3
2026-02-05T22:00:00Z,2026-02-06T03:00+05:00,1,0.0100,0.1547,0.4824,2026-02-05,4
2026-02-05T22:00:00Z,2026-02-06T03:00+05:00,2,0.0095,0.1534,0.4813,2026-02-05,4
2026-02-05T22:00:00Z,2026-02-06T03:00+05:00,plant,0.0097,0.1534,0.4813,2026-02-05,4
2026-02-05T23:00:00Z,2026-02-06T04:00+05:00,1,0.0100,0.0213,0.2250,2026-02-05,5
2026-02-05T23:00:00Z,2026-02-06T04:00+05:00,2,0.0094,0.0208,0.2240,2026-02-05,5
2026-02-05T23:00:00Z,2026-02-06T04:00+05:00,plant,0.0097,0.0208,0.2240,2026-02-05,5
2026-02-06T00:00:00Z,2026-02-06T05:00+05:00,1,0.0100,0.0403,0.2629,2026-02-05,6
2026-02-06T00:00:00Z,2026-02-06T05:00+05:00,2,0.0093,0.0398,0.2621,2026-02-05,6
2026-02-06T00:00:00Z,2026-02-06T05:00+05:00,plant,0.0095,0.0398,0.2621,2026-02-05,6
2026-02-06T01:00:00Z,2026-02-06T06:00+05:00,1,0.0100,0.0159,0.1407,2026-02-05,7
2026-02-06T01:00:00Z,2026-02-06T06:00+05:00,2,0.0087,0.0146,0.1400,2026-02-05,7
2026-02-06T01:00:00Z,2026-02-06T06:00+05:00,plant,0.0091,0.0146,0.1400,2026-02-05,7
2026-02-06T02:00:00Z,2026-02-06T07:00+05:00,1,0.0131,0.1640,0.6423,2026-02-05,8
2026-02-06T02:00:00Z,2026-02-06T07:00+05:00,2,0.0110,0.1631,0.6496,2026-02-05,8
2026-02-06T02:00:00Z,2026-02-06T07:00+05:00,plant,0.0111,0.1631,0.6496,2026-02-05,8
2026-02-06T03:00:00Z,2026-02-06T08:00+05:00,1,0.0730,0.3395,0.8432,2026-02-05,9
2026-02-06T03:00:00Z,2026-02-06T08:00+05:00,2,0.0622,0.3393,0.8536,2026-02-05,9
2026-02-06T03:00:00Z,2026-02-06T08:00+05:00,plant,0.0623,0.3393,0.8536,2026-02-05,9
2026-02-06T04:00:00Z,2026-02-06T09:00+05:00,1,0.0194,0.1667,0.7012,2026-02-05,10
2026-02-06T04:00:00Z,2026-02-06T09:00+05:00,2,0.0134,0.1664,0.7084,2026-02-05,10
2026-02-06T04:00:00Z,2026-02-06T09:00+05:00,plant,0.0136,0.1664,0.7084,2026-02-05,10
2026-02-06T05:00:00Z,2026-02-06T10:00+05:00,1,0.0100,0.0186,0.2067,2026-02-05,11
2026-02-06T05:00:00Z,2026-02-06T10:00+05:00,2,0.0091,0.0183,0.2072,2026-02-05,11
2026-02-06T05:00:00Z,2026-02-06T10:00+05:00,plant,0.0092,0.0183,0.2072,2026-02-05,11
2026-02-06T06:00:00Z,2026-02-06T11:00+05:00,1,0.0230,0.1325,0.6954,2026-02-05,12
2026-02-06T06:00:00Z,2026-02-06T11:00+05:00,2,0.0130,0.1322,0.7026,2026-02-05,12
2026-02-06T06:00:00Z,2026-02-06T11:00+05:00,plant,0.0132,0.1322,0.7026,2026-02-05,12
2026-02-06T07:00:00Z,2026-02-06T12:00+05:00,1,0.1740,0.5590,0.9778,2026-02-05,13
2026-02-06T07:00:00Z,2026-02-06T12:00+05:00,2,0.1832,0.5576,0.9648,2026-02-05,13
2026-02-06T07:00:00Z,2026-02-06T12:00+05:00,plant,0.1834,0.5576,0.9685,2026-02-05,13
2026-02-06T08:00:00Z,2026-02-06T13:00+05:00,1,0.2355,0.7053,0.9902,2026-02-05,14
2026-02-06T08:00:00Z,2026-02-06T13:00+05:00,2,0.2122,0.7057,0.9759,2026-02-05,14
2026-02-06T08:00:00Z,2026-02-06T13:00+05:00,plant,0.2123,0.7057,0.9805,2026-02-05,14
2026-02-06T09:00:00Z,2026-02-06T14:00+05:00,1,0.4273,0.8967,0.9909,2026-02-05,15
2026-02-06T09:00:00Z,2026-02-06T14:00+05:00,2,0.4290,0.8931,0.9770,2026-02-05,15
2026-02-06T09:00:00Z,2026-02-06T14:00+05:00,plant,0.4291,0.8938,0.9816,2026-02-05,15
2026-02-06T10:00:00Z,2026-02-06T15:00+05:00,1,0.5001,0.9844,0.9914,2026-02-05,16
2026-02-06T10:00:00Z,2026-02-06T15:00+05:00,2,0.7221,0.9756,0.9773,2026-02-05,16
2026-02-06T10:00:00Z,2026-02-06T15:00+05:00,plant,0.7222,0.9793,0.9823,2026-02-05,16
2026-02-06T11:00:00Z,2026-02-06T16:00+05:00,1,0.5001,0.9855,0.9914,2026-02-05,17
2026-02-06T11:00:00Z,2026-02-06T16:00+05:00,2,0.7234,0.9756,0.9774,2026-02-05,17
2026-02-06T11:00:00Z,2026-02-06T16:00+05:00,plant,0.7235,0.9794,0.9823,2026-02-05,17
2026-02-06T12:00:00Z,2026-02-06T17:00+05:00,1,0.5385,0.9732,0.9921,2026-02-05,18
2026-02-06T12:00:00Z,2026-02-06T17:00+05:00,2,0.7587,0.9659,0.9763,2026-02-05,18
2026-02-06T12:00:00Z,2026-02-06T17:00+05:00,plant,0.7588,0.9679,0.9830,2026-02-05,18
2026-02-06T13:00:00Z,2026-02-06T18:00+05:00,1,0.4597,0.9513,0.9921,2026-02-05,19
2026-02-06T13:00:00Z,2026-02-06T18:00+05:00,2,0.7116,0.9445,0.9814,2026-02-05,19
2026-02-06T13:00:00Z,2026-02-06T18:00+05:00,plant,0.7116,0.9465,0.9856,2026-02-05,19
2026-02-06T14:00:00Z,2026-02-06T19:00+05:00,1,0.4873,0.9921,0.9929,2026-02-05,20
2026-02-06T14:00:00Z,2026-02-06T19:00+05:00,2,0.7474,0.9830,0.9883,2026-02-05,20
2026-02-06T14:00:00Z,2026-02-06T19:00+05:00,plant,0.7475,0.9868,0.9905,2026-02-05,20
2026-02-06T15:00:00Z,2026-02-06T20:00+05:00,1,0.5008,0.9790,0.9921,2026-02-05,21
2026-02-06T15:00:00Z,2026-02-06T20:00+05:00,2,0.7474,0.9721,0.9830,2026-02-05,21
2026-02-06T15:00:00Z,2026-02-06T20:00+05:00,plant,0.7475,0.9750,0.9868,2026-02-05,21
2026-02-06T16:00:00Z,2026-02-06T21:00+05:00,1,0.4462,0.9506,0.9920,2026-02-05,22
2026-02-06T16:00:00Z,2026-02-06T21:00+05:00,2,0.6668,0.9437,0.9840,2026-02-05,22
2026-02-06T16:00:00Z,2026-02-06T21:00+05:00,plant,0.6669,0.9445,0.9870,2026-02-05,22
2026-02-06T17:00:00Z,2026-02-06T22:00+05:00,1,0.4142,0.8716,0.9899,2026-02-05,23
2026-02-06T17:00:00Z,2026-02-06T22:00+05:00,2,0.4056,0.8662,0.9838,2026-02-05,23
2026-02-06T17:00:00Z,2026-02-06T22:00+05:00,plant,0.4057,0.8668,0.9847,2026-02-05,23
2026-02-06T18:00:00Z,2026-02-06T23:00+05:00,1,0.3934,0.8948,0.9965,2026-02-05,24
2026-02-06T18:00:00Z,2026-02-06T23:00+05:00,2,0.4155,0.8922,0.9874,2026-02-05,24
2026-02-06T18:00:00Z,2026-02-06T23:00+05:00,plant,0.4155,0.8922,0.9903,2026-02-05,24
2026-02-06T19:00:00Z,2026-02-07T00:00+05:00,1,0.0134,0.2117,0.7956,2026-02-06,1
2026-02-06T19:00:00Z,2026-02-07T00:00+05:00,2,0.0096,0.2107,0.7966,2026-02-06,1
2026-02-06T19:00:00Z,2026-02-07T00:00+05:00,plant,0.0097,0.2107,0.7966,2026-02-06,1
2026-02-06T20:00:00Z,2026-02-07T01:00+05:00,1,0.0107,0.1809,0.7145,2026-02-06,2
2026-02-06T20:00:00Z,2026-02-07T01:00+05:00,2,0.0097,0.1800,0.7149,2026-02-06,2
2026-02-06T20:00:00Z,2026-02-07T01:00+05:00,plant,0.0098,0.1800,0.7149,2026-02-06,2
2026-02-06T21:00:00Z,2026-02-07T02:00+05:00,1,0.0134,0.2023,0.7862,2026-02-06,3
2026-02-06T21:00:00Z,2026-02-07T02:00+05:00,2,0.0094,0.2014,0.7873,2026-02-06,3
2026-02-06T21:00:00Z,2026-02-07T02:00+05:00,plant,0.0095,0.2014,0.7873,2026-02-06,3
2026-02-06T22:00:00Z,2026-02-07T03:00+05:00,1,0.0134,0.1891,0.7211,2026-02-06,4
2026-02-06T22:00:00Z,2026-02-07T03:00+05:00,2,0.0099,0.1881,0.7215,2026-02-06,4
2026-02-06T22:00:00Z,2026-02-07T03:00+05:00,plant,0.0100,0.1881,0.7215,2026-02-06,4
2026-02-06T23:00:00Z,2026-02-07T04:00+05:00,1,0.0134,0.1744,0.7192,2026-02-06,5
2026-02-06T23:00:00Z,2026-02-07T04:00+05:00,2,0.0099,0.1734,0.7196,2026-02-06,5
2026-02-06T23:00:00Z,2026-02-07T04:00+05:00,plant,0.0100,0.1734,0.7196,2026-02-06,5
2026-02-07T00:00:00Z,2026-02-07T05:00+05:00,1,0.0100,0.0157,0.2307,2026-02-06,6
2026-02-07T00:00:00Z,2026-02-07T05:00+05:00,2,0.0091,0.0147,0.2308,2026-02-06,6
2026-02-07T00:00:00Z,2026-02-07T05:00+05:00,plant,0.0093,0.0147,0.2308,2026-02-06,6
2026-02-07T01:00:00Z,2026-02-07T06:00+05:00,1,0.0100,0.0119,0.1630,2026-02-06,7
2026-02-07T01:00:00Z,2026-02-07T06:00+05:00,2,0.0091,0.0114,0.1631,2026-02-06,7
2026-02-07T01:00:00Z,2026-02-07T06:00+05:00,plant,0.0093,0.0114,0.1631,2026-02-06,7
2026-02-07T02:00:00Z,2026-02-07T07:00+05:00,1,0.0000,0.0094,0.0100,2026-02-06,8
2026-02-07T02:00:00Z,2026-02-07T07:00+05:00,2,0.0000,0.0085,0.0094,2026-02-06,8
2026-02-07T02:00:00Z,2026-02-07T07:00+05:00,plant,0.0000,0.0089,0.0094,2026-02-06,8
2026-02-07T03:00:00Z,2026-02-07T08:00+05:00,1,0.0000,0.0100,0.0126,2026-02-06,9
2026-02-07T03:00:00Z,2026-02-07T08:00+05:00,2,0.0000,0.0083,0.0126,2026-02-06,9
2026-02-07T03:00:00Z,2026-02-07T08:00+05:00,plant,0.0000,0.0089,0.0126,2026-02-06,9
2026-02-07T04:00:00Z,2026-02-07T09:00+05:00,1,0.0100,0.0133,0.1303,2026-02-06,10
2026-02-07T04:00:00Z,2026-02-07T09:00+05:00,2,0.0084,0.0127,0.1299,2026-02-06,10
2026-02-07T04:00:00Z,2026-02-07T09:00+05:00,plant,0.0089,0.0127,0.1299,2026-02-06,10
2026-02-07T05:00:00Z,2026-02-07T10:00+05:00,1,0.0100,0.0635,0.3720,2026-02-06,11
2026-02-07T05:00:00Z,2026-02-07T10:00+05:00,2,0.0095,0.0629,0.3716,2026-02-06,11
2026-02-07T05:00:00Z,2026-02-07T10:00+05:00,plant,0.0096,0.0629,0.3716,2026-02-06,11
2026-02-07T06:00:00Z,2026-02-07T11:00+05:00,1,0.0555,0.3538,0.8786,2026-02-06,12
2026-02-07T06:00:00Z,2026-02-07T11:00+05:00,2,0.0431,0.3532,0.8782,2026-02-06,12
2026-02-07T06:00:00Z,2026-02-07T11:00+05:00,plant,0.0433,0.3532,0.8782,2026-02-06,12
2026-02-07T07:00:00Z,2026-02-07T12:00+05:00,1,0.0581,0.4514,0.9254,2026-02-06,13
2026-02-07T07:00:00Z,2026-02-07T12:00+05:00,2,0.0566,0.4508,0.9248,2026-02-06,13
2026-02-07T07:00:00Z,2026-02-07T12:00+05:00,plant,0.0549,0.4508,0.9248,2026-02-06,13
2026-02-07T08:00:00Z,2026-02-07T13:00+05:00,1,0.0194,0.2239,0.7999,2026-02-06,14
2026-02-07T08:00:00Z,2026-02-07T13:00+05:00,2,0.0148,0.2233,0.7993,2026-02-06,14
2026-02-07T08:00:00Z,2026-02-07T13:00+05:00,plant,0.0133,0.2233,0.7993,2026-02-06,14
2026-02-07T09:00:00Z,2026-02-07T14:00+05:00,1,0.0165,0.1808,0.6953,2026-02-06,15
2026-02-07T09:00:00Z,2026-02-07T14:00+05:00,2,0.0117,0.1802,0.6949,2026-02-06,15
2026-02-07T09:00:00Z,2026-02-07T14:00+05:00,plant,0.0121,0.1802,0.6949,2026-02-06,15
2026-02-07T10:00:00Z,2026-02-07T15:00+05:00,1,0.0100,0.0931,0.3471,2026-02-06,16
2026-02-07T10:00:00Z,2026-02-07T15:00+05:00,2,0.0115,0.0910,0.3467,2026-02-06,16
2026-02-07T10:00:00Z,2026-02-07T15:00+05:00,plant,0.0117,0.0910,0.3467,2026-02-06,16
2026-02-07T11:00:00Z,2026-02-07T16:00+05:00,1,0.0100,0.0645,0.1555,2026-02-06,17
2026-02-07T11:00:00Z,2026-02-07T16:00+05:00,2,0.0098,0.0623,0.1552,2026-02-06,17
2026-02-07T11:00:00Z,2026-02-07T16:00+05:00,plant,0.0100,0.0623,0.1552,2026-02-06,17
2026-02-07T12:00:00Z,2026-02-07T17:00+05:00,1,0.0100,0.0265,0.1940,2026-02-06,18
2026-02-07T12:00:00Z,2026-02-07T17:00+05:00,2,0.0096,0.0243,0.1936,2026-02-06,18
2026-02-07T12:00:00Z,2026-02-07T17:00+05:00,plant,0.0100,0.0243,0.1936,2026-02-06,18
2026-02-07T13:00:00Z,2026-02-07T18:00+05:00,1,0.0100,0.1311,0.4527,2026-02-06,19
2026-02-07T13:00:00Z,2026-02-07T18:00+05:00,2,0.0098,0.1309,0.4598,2026-02-06,19
2026-02-07T13:00:00Z,2026-02-07T18:00+05:00,plant,0.0099,0.1309,0.4598,2026-02-06,19
2026-02-07T14:00:00Z,2026-02-07T19:00+05:00,1,0.0793,0.3778,0.8577,2026-02-06,20
2026-02-07T14:00:00Z,2026-02-07T19:00+05:00,2,0.0666,0.3775,0.8654,2026-02-06,20
2026-02-07T14:00:00Z,2026-02-07T19:00+05:00,plant,0.0666,0.3775,0.8654,2026-02-06,20
2026-02-07T15:00:00Z,2026-02-07T20:00+05:00,1,0.0575,0.3576,0.8664,2026-02-06,21
2026-02-07T15:00:00Z,2026-02-07T20:00+05:00,2,0.0625,0.3573,0.8675,2026-02-06,21
